id,author,created_at,last_modified,downloads,likes,tags,description,url,languages,tasks,size_categories
deepghs/AnimeText,deepghs,2025-05-16 10:04:57+00:00,2025-10-10 01:30:31+00:00,61,3,"['task_categories:object-detection', 'language:zh', 'language:ko', 'language:ja', 'language:en', 'language:ru', 'license:cc-by-nc-sa-4.0', 'size_categories:100K<n<1M', 'library:datasets', 'library:mlcroissant', 'arxiv:2510.07951', 'region:us', 'not-for-all-audiences', 'datasets', 'croissant', 'ultralytics']","
	
		
		AnimeText: A Large-scale Dataset for Robust Complex Anime Scene Text Detection
	


  
  
  Figure 1： Dataset examples.



	
		
		Dataset Summary
	

AnimeText is a large-scale dataset for anime scene text detection, containing 735K images and 4.2M annotated text blocks. Unlike existing natural scene or document-centric text detection datasets, AnimeText focuses on text in anime scenes, which typically features diverse styles, irregular arrangements, and can be easily confused with… See the full description on the dataset page: https://huggingface.co/datasets/deepghs/AnimeText.",https://huggingface.co/datasets/deepghs/AnimeText,"['zh', 'ko', 'ja', 'en', 'ru']",['object-detection'],['100K<n<1M']
vincentkoc/tiny_qa_benchmark_pp,vincentkoc,2025-05-16 14:49:21+00:00,2025-08-25 00:19:51+00:00,924,1,"['task_categories:question-answering', 'task_ids:extractive-qa', 'task_ids:closed-book-qa', 'language:en', 'language:de', 'language:ar', 'language:ko', 'language:fr', 'language:pt', 'language:zh', 'language:ja', 'language:es', 'language:tr', 'language:ru', 'license:other', 'size_categories:n<1K', 'format:json', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'arxiv:2505.12058', 'doi:10.57967/hf/5531', 'region:us', 'synthetic', 'qa', 'evaluation', 'benchmark', 'llmops', 'smoke-test']","
	
		
		Tiny QA Benchmark++ (TQB++)
	

Tiny QA Benchmark++ (TQB++) is an ultra-lightweight evaluation suite designed to expose critical failures in Large Language Model (LLM) systems within seconds. It serves as the LLM analogue of software unit tests, ideal for rapid CI/CD checks, prompt engineering, and continuous quality assurance in modern LLMOps.
This Hugging Face dataset repository hosts the core English dataset and various synthetically generated multilingual and topical dataset packs… See the full description on the dataset page: https://huggingface.co/datasets/vincentkoc/tiny_qa_benchmark_pp.",https://huggingface.co/datasets/vincentkoc/tiny_qa_benchmark_pp,"['en', 'de', 'ar', 'ko', 'fr', 'pt', 'zh', 'ja', 'es', 'tr', 'ru']",['question-answering'],['n<1K']
OmniAICreator/Japanese-Novels-23M,OmniAICreator,2025-05-17 17:35:46+00:00,2025-09-22 07:06:07+00:00,84,5,"['task_categories:text-generation', 'task_categories:text-classification', 'language:ja', 'size_categories:10M<n<100M', 'format:parquet', 'modality:tabular', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		Japanese-Novels-23M
	

This dataset contains Japanese web novels that I collected personally.
Machine-Learning Use OnlyAccess is restricted to bona fide machine-learning–related purposes.To request access, please provide a detailed explanation of the specific tasks or applications for which you intend to use the dataset.

Total records: 23,212,809
Total characters: 80,846,120,027
Total tokens (Llama 4 tokenizer): 55,406,468,406 (55.4 B)

",https://huggingface.co/datasets/OmniAICreator/Japanese-Novels-23M,['ja'],"['text-generation', 'text-classification']",['10M<n<100M']
jri-advtechlab/jsynflow,jri-advtechlab,2025-05-19 05:02:28+00:00,2025-07-03 02:13:45+00:00,83,0,"['task_categories:visual-question-answering', 'language:ja', 'license:other', 'size_categories:10K<n<100K', 'region:us', 'flowchart', 'diagram', 'japanese']","English version

	
		
		JSynFlowデータセット
	

このデータセットは、Meta Platforms, Inc.が提供する LLama 3.1 405B モデルの出力を使用して作成された日本語のフローチャートVQAデータセットです。
主に研究・検証用途で利用することを目的としています。
複数の職業とそれらに想定される業務について、各業務手順をMermaid形式のフローチャートとして記述し、それらを画像化したものを格納しております。
詳細な作成手順は関連論文を参照ください。

	
		
	
	
		📌 内容
	


フォーマット: JSON及びPNG
QAデータ数: 約10,000エントリ
情報源: LLama 3.1 405B モデルによる生成


	
		
	
	
		ファイル構成
	

.
├── data/
│   └── 1_jobtasks/ <!-- 業務手順のフローチャートデータセット -->
│       ├── jobtasks.json <!--… See the full description on the dataset page: https://huggingface.co/datasets/jri-advtechlab/jsynflow.",https://huggingface.co/datasets/jri-advtechlab/jsynflow,['ja'],['visual-question-answering'],['10K<n<100K']
asahi-research/newsq,asahi-research,2025-05-19 05:43:40+00:00,2025-06-19 08:30:29+00:00,10,1,"['task_categories:question-answering', 'language:ja', 'size_categories:n<1K', 'format:csv', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		時事情報に関する日本語QAデータセット『ニュースQ』
	


ニュースQ紹介ページ
利用規約はこちら
個人情報の取り扱い：利用申込の際にお預かりした個人情報（お名前、所属、利用目的、メールアドレス）は、下記の目的で利用し、弊社の個人情報保護方針に従って取り扱います。
本ツールの使用状況の確認
本人の所属が正しく申請されているかの確認
本ツールをご使用いただくために必要なご連絡（アップデートのご連絡等）
本ツールを使用した感想等を調査するためのご連絡



",https://huggingface.co/datasets/asahi-research/newsq,['ja'],['question-answering'],['n<1K']
AIxBlock/Human-to-machine-Japanese-audio-call-center-conversations,AIxBlock,2025-05-19 17:02:22+00:00,2025-05-20 22:23:56+00:00,16,2,"['task_categories:text-to-speech', 'language:ja', 'license:cc-by-nc-4.0', 'size_categories:n<1K', 'format:audiofolder', 'modality:audio', 'library:datasets', 'library:mlcroissant', 'region:us']","
	
		
		Dataset Card for Japanese audio call center human to machine conversations
	



This dataset contains synthetic audio conversations in Japanese between human customers and machine agents, simulating real-world call center scenarios

	
		
		Dataset Details
	


	
		
		Dataset Description
	






Curated by: AIxBlock (aixblock.io)
Funded by [optional]: AIxBlock (aixblock.io)
Shared by [optional]: AIxBlock (aixblock.io)
Language(s) (NLP): Japanese
License: Creative Commons Attribution Non… See the full description on the dataset page: https://huggingface.co/datasets/AIxBlock/Human-to-machine-Japanese-audio-call-center-conversations.",https://huggingface.co/datasets/AIxBlock/Human-to-machine-Japanese-audio-call-center-conversations,['ja'],['text-to-speech'],['n<1K']
animetimm/e621-wdtagger-v1-w640,animetimm,2025-05-19 18:34:39+00:00,2025-05-23 02:35:24+00:00,7,1,"['task_categories:image-classification', 'task_categories:zero-shot-image-classification', 'task_categories:text-to-image', 'annotations_creators:no-annotation', 'source_datasets:e621', 'language:en', 'language:ja', 'license:other', 'size_categories:1M<n<10M', 'region:us', 'art', 'anime', 'not-for-all-audiences']","
	
		
		E621 W640 Pruned Dataset V1
	

This is the re-encoded webp-format dataset for deepghs/e621-v1-seed.
Metadata here are cleaned by @SmilingWolf, can be used for multi-label classification training.
Images here are resized to min(width, height) <= 640.
3714685 images in total.

	
		
	
	
		Train
	

3344128 train images in total, 50 train images shown here.

	
		
id
split
archive_file
filename
width
height
rating
general_tags
character_tags
species_tags
artist_tags


		
5217898
train… See the full description on the dataset page: https://huggingface.co/datasets/animetimm/e621-wdtagger-v1-w640.",https://huggingface.co/datasets/animetimm/e621-wdtagger-v1-w640,"['en', 'ja']","['image-classification', 'zero-shot-image-classification', 'text-to-image']",['1M<n<10M']
alt-dev/jcrrag,alt-dev,2025-05-20 08:14:40+00:00,2025-05-26 05:13:24+00:00,13,0,"['task_categories:question-answering', 'language:ja', 'license:cc-by-sa-4.0', 'size_categories:10K<n<100K', 'format:json', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us', 'jcrrag', 'japaneserag', 'llmrag', 'rageval', 'rag-evaluation']","
	
		
		JCrRAG : Japanese Contextual relevance RAG Benchmark
	

A human-annotated benchmark for evaluating Japanese Retrieval-Augmented Generation (RAG) systems, featuring multi-level complexity and diverse categories.
This benchmark does not address context selection; instead, with the context fixed, it evaluates the ability to appropriately handle the information within that context.
The benchmark contains 20,000 data records. 
Each record has the following format : 
(Context, Question… See the full description on the dataset page: https://huggingface.co/datasets/alt-dev/jcrrag.",https://huggingface.co/datasets/alt-dev/jcrrag,['ja'],['question-answering'],['10K<n<100K']
congnhm/test,congnhm,2025-05-20 09:18:02+00:00,2025-05-20 09:38:44+00:00,5,0,"['language:ja', 'license:apache-2.0', 'size_categories:n<1K', 'format:csv', 'modality:tabular', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",,https://huggingface.co/datasets/congnhm/test,['ja'],[],['n<1K']
OsakanaTeishoku/Qwen2.5-7B-Instruct-magpie-R-questions-ja-0.8k-tmp,OsakanaTeishoku,2025-05-20 12:12:59+00:00,2025-05-20 12:13:50+00:00,9,1,"['language:ja', 'license:apache-2.0', 'size_categories:n<1K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",,https://huggingface.co/datasets/OsakanaTeishoku/Qwen2.5-7B-Instruct-magpie-R-questions-ja-0.8k-tmp,['ja'],[],['n<1K']
takahashi111/aozorabunko-author-classification,takahashi111,2025-05-20 20:36:58+00:00,2025-05-30 03:39:25+00:00,9,0,"['task_categories:text-classification', 'language:ja', 'size_categories:10K<n<100K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']","globis-university/aozorabunko-cleanを元に作成。

	
		
		目的
	


入力した段落からその著者を推定するモデル開発用に作成したデータセット。
著者の作品を学習させるのではなく、著者の作風や文章の特徴を学習させたい。


	
		
		理想
	


trainとvalidationで同じ作品や段落は含まないようにしたい。文字が違うだけの作品も同じとみなす。
作者の特徴が出るようにするため、一定以上の長さの段落だけにする。
labelの偏りをなくす。


	
		
		著者
	


[""宮本百合子"",""岸田国士"",""小川未明"",""野村胡堂"",""坂口安吾"",""芥川竜之介"",""牧野信一"",""豊島与志雄"",""寺田寅彦"",""太宰治"", '夏目漱石','江戸川乱歩',""森鴎外"", ""中谷宇吉郎"", '岡本綺堂','折口信夫', '泉鏡花','山本周五郎']
ラベルはこのリストのインデックス


	
		
		データセット作成の条件
	


作品名が同じもの(例:アグニの神(新字旧仮名)とアグニの神(新字新仮名))は一つだけにする。… See the full description on the dataset page: https://huggingface.co/datasets/takahashi111/aozorabunko-author-classification.",https://huggingface.co/datasets/takahashi111/aozorabunko-author-classification,['ja'],['text-classification'],['10K<n<100K']
nlp-waseda/KnowRecall,nlp-waseda,2025-05-21 04:51:56+00:00,2025-05-22 00:54:21+00:00,17,1,"['task_categories:visual-question-answering', 'language:ar', 'language:zh', 'language:en', 'language:fr', 'language:de', 'language:el', 'language:he', 'language:it', 'language:ja', 'language:ko', 'language:pt', 'language:ru', 'language:sr', 'language:es', 'language:th', 'license:cc', 'size_categories:10K<n<100K', 'format:parquet', 'modality:image', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'arxiv:2505.15075', 'region:us', 'Image', 'Text', 'Multilingual']","
    


    



	
		
		KnowRecall
	

This repository contains the KnowRecall benchmark, introduced in Traveling Across Languages: Benchmarking Cross-Lingual Consistency in Multimodal LLMs. 

	
		
		Dataset Description
	

Imagine a French tourist visiting Tokyo Tower, snapping a photo and asking an MLLM about the tower’s height.
Naturally, they would expect a correct response in their native language.
However, if the model provides the right answer in Japanese but fails to do so in French, it… See the full description on the dataset page: https://huggingface.co/datasets/nlp-waseda/KnowRecall.",https://huggingface.co/datasets/nlp-waseda/KnowRecall,"['ar', 'zh', 'en', 'fr', 'de', 'el', 'he', 'it', 'ja', 'ko', 'pt', 'ru', 'sr', 'es', 'th']",['visual-question-answering'],['10K<n<100K']
nlp-waseda/VisRecall,nlp-waseda,2025-05-21 04:52:39+00:00,2025-05-22 00:55:19+00:00,29,0,"['task_categories:text-generation', 'language:ar', 'language:zh', 'language:en', 'language:fr', 'language:de', 'language:it', 'language:ja', 'language:pt', 'language:es', 'license:cc', 'size_categories:1K<n<10K', 'format:parquet', 'modality:tabular', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'arxiv:2505.15075', 'region:us', 'Image', 'Text', 'Multilingual']","
    


    



	
		
		VisRecall
	

This repository contains the VisRecall benchmark, introduced in Traveling Across Languages: Benchmarking Cross-Lingual Consistency in Multimodal LLMs. 

	
		
		Dataset Description
	

Imagine a tourist finished their journey in Japan and came back to France, eager to share the places they visited with their friends.
When portraying these experiences, the visual information they convey is inherently independent of language, meaning that descriptions created in… See the full description on the dataset page: https://huggingface.co/datasets/nlp-waseda/VisRecall.",https://huggingface.co/datasets/nlp-waseda/VisRecall,"['ar', 'zh', 'en', 'fr', 'de', 'it', 'ja', 'pt', 'es']",['text-generation'],['1K<n<10K']
extraordinarylab/drivel-hub,extraordinarylab,2025-05-22 05:24:08+00:00,2025-09-07 05:18:30+00:00,186,4,"['task_categories:text-classification', 'task_categories:question-answering', 'task_categories:zero-shot-classification', 'task_categories:text-generation', 'language:en', 'language:zh', 'language:fr', 'language:es', 'language:ko', 'language:ja', 'license:cc-by-nc-4.0', 'size_categories:n<1K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'arxiv:2509.03867', 'region:us']","
	
		
		Drivelology Multilingual Dataset
	

Paper: Drivel-ology: Challenging LLMs with Interpreting Nonsense with Depth
Code / Project Page: https://github.com/ExtraOrdinaryLab/drivelology
The DrivelHub Dataset is a curated collection of linguistic samples, characterized as ""nonsense with depth"" (utterances that are syntactically coherent yet pragmatically paradoxical, emotionally loaded, or rhetorically subversive), designed to support research in humor detection and other forms of playful or… See the full description on the dataset page: https://huggingface.co/datasets/extraordinarylab/drivel-hub.",https://huggingface.co/datasets/extraordinarylab/drivel-hub,"['en', 'zh', 'fr', 'es', 'ko', 'ja']","['text-classification', 'question-answering', 'zero-shot-classification', 'text-generation']",['n<1K']
speed/relaion2B-multi-research-safe-ja,speed,2025-05-22 15:16:56+00:00,2025-05-23 02:14:48+00:00,8,0,"['language:ja', 'size_categories:100M<n<1B', 'format:parquet', 'modality:image', 'modality:tabular', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']","This is the subset of Japanese portion of relaion2B-multi-research-safe.

	
		
		Reference
	


https://huggingface.co/datasets/laion/relaion2B-multi-research-safe

",https://huggingface.co/datasets/speed/relaion2B-multi-research-safe-ja,['ja'],[],['100M<n<1B']
cyberagent/AdParaphrase-v2.0,cyberagent,2025-05-23 01:46:46+00:00,2025-05-28 01:13:06+00:00,27,0,"['task_categories:text-generation', 'language:ja', 'license:cc-by-nc-sa-4.0', 'size_categories:10K<n<100K', 'format:parquet', 'modality:tabular', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'arxiv:2505.20826', 'region:us']","
	
		
		AdParaphrase v2.0
	

This repository contains data for our paper ""AdParaphrase v2.0: Generating Attractive Ad Texts Using a Preference-Annotated Paraphrase Dataset"" (ACL2025 Findings).

	
		
		Overview
	

AdParaphrase v2.0 is a dataset for ad text paraphrasing, containing human preference data, to enable the analysis of the linguistic factors and to support the development of methods for generating attractive ad texts. Compared with AdParaphrase v1.0, this dataset is 20 times larger… See the full description on the dataset page: https://huggingface.co/datasets/cyberagent/AdParaphrase-v2.0.",https://huggingface.co/datasets/cyberagent/AdParaphrase-v2.0,['ja'],['text-generation'],['10K<n<100K']
animetimm/e621-wdtagger-v1-w640-ws-full,animetimm,2025-05-23 02:47:55+00:00,2025-09-13 04:19:52+00:00,11,0,"['task_categories:image-classification', 'task_categories:zero-shot-image-classification', 'source_datasets:e621', 'language:en', 'language:ja', 'license:other', 'size_categories:1M<n<10M', 'library:webdataset', 'library:datasets', 'region:us', 'art', 'anime', 'not-for-all-audiences', 'webdataset', 'datasets']","
	
		
		E621 WDTagger V1 Webdataset Full Dataset
	

This is the webdataset dataset for animetimm/e621-wdtagger-v1-w640.
Metadata here are cleaned by @SmilingWolf, can be used for multi-label classification training.
Images here are resized to min(width, height) <= 640.

	
		
	
	
		How to Use It
	

from datasets import load_dataset

dataset = load_dataset('animetimm/e621-wdtagger-v1-w640-ws-full')
print(dataset[""train""][0])


		
	
	
		Images
	3714685 images in total.

	
		
Split
Image Count… See the full description on the dataset page: https://huggingface.co/datasets/animetimm/e621-wdtagger-v1-w640-ws-full.",https://huggingface.co/datasets/animetimm/e621-wdtagger-v1-w640-ws-full,"['en', 'ja']","['image-classification', 'zero-shot-image-classification']",['1M<n<10M']
animetimm/e621-wdtagger-v1-w640-ws-full-witha,animetimm,2025-05-23 05:36:37+00:00,2025-09-13 06:26:50+00:00,12,0,"['task_categories:image-classification', 'task_categories:zero-shot-image-classification', 'source_datasets:e621', 'language:en', 'language:ja', 'license:other', 'size_categories:1M<n<10M', 'library:webdataset', 'library:datasets', 'region:us', 'art', 'anime', 'not-for-all-audiences', 'webdataset', 'datasets']","
	
		
		E621 WDTagger V1 Webdataset Full Dataset (Artists Added Edition)
	

This is the webdataset dataset for animetimm/e621-wdtagger-v1-w640.
Metadata here are cleaned by @SmilingWolf, can be used for multi-label classification training.
Images here are resized to min(width, height) <= 640.

	
		
	
	
		How to Use It
	

from datasets import load_dataset

dataset = load_dataset('animetimm/e621-wdtagger-v1-w640-ws-full-witha')
print(dataset[""train""][0])


		
	
	
		Images
	3714685 images in… See the full description on the dataset page: https://huggingface.co/datasets/animetimm/e621-wdtagger-v1-w640-ws-full-witha.",https://huggingface.co/datasets/animetimm/e621-wdtagger-v1-w640-ws-full-witha,"['en', 'ja']","['image-classification', 'zero-shot-image-classification']",['1M<n<10M']
catherinearnett/morphscore,catherinearnett,2025-05-23 20:16:08+00:00,2025-07-10 15:50:17+00:00,106,2,"['language:ar', 'language:en', 'language:de', 'language:ru', 'language:tr', 'language:ab', 'language:af', 'language:sq', 'language:am', 'language:az', 'language:bm', 'language:eu', 'language:be', 'language:bn', 'language:br', 'language:bg', 'language:ca', 'language:zh', 'language:hr', 'language:cs', 'language:da', 'language:nl', 'language:et', 'language:fi', 'language:fr', 'language:ceb', 'language:bur', 'language:myv', 'language:gl', 'language:ka', 'language:el', 'language:gu', 'language:ht', 'language:he', 'language:hi', 'language:hu', 'language:is', 'language:id', 'language:ga', 'language:it', 'language:ja', 'language:kk', 'language:kpv', 'language:ko', 'language:ky', 'language:lv', 'language:lt', 'language:mk', 'language:ml', 'language:gv', 'language:mr', 'language:mdf', 'language:no', 'language:oc', 'language:ps', 'language:fa', 'language:pl', 'language:pt', 'language:ro', 'language:sa', 'language:gd', 'language:se', 'language:sd', 'language:si', 'language:sk', 'language:sl', 'language:es', 'language:sr', 'language:tl', 'language:ta', 'language:tt', 'language:uk', 'language:ur', 'language:ug', 'language:uz', 'language:vep', 'language:vi', 'language:cy', 'language:wo', 'language:sah', 'language:ltg', 'language:lij', 'language:hsb', 'license:cc-by-sa-4.0', 'size_categories:1M<n<10M', 'format:csv', 'modality:tabular', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'arxiv:2507.06378', 'region:us']","
	
		
		MorphScore
	

MorphScore is a tokenizer evaluation framework, which evaluates the extent to which a tokenizer segments words along morpheme boundaries. This repository contains the datasets used to calculate MorphScore.
In total, we have datasetes for 86 languages, but only 70 languages have at least 100 items after filtering. 
All datasets are derived from existing Universal Dependencies treebanks. In the table below, we link the source dataset for each language. 
See the new preprint… See the full description on the dataset page: https://huggingface.co/datasets/catherinearnett/morphscore.",https://huggingface.co/datasets/catherinearnett/morphscore,"['ar', 'en', 'de', 'ru', 'tr', 'ab', 'af', 'sq', 'am', 'az', 'bm', 'eu', 'be', 'bn', 'br', 'bg', 'ca', 'zh', 'hr', 'cs', 'da', 'nl', 'et', 'fi', 'fr', 'ceb', 'bur', 'myv', 'gl', 'ka', 'el', 'gu', 'ht', 'he', 'hi', 'hu', 'is', 'id', 'ga', 'it', 'ja', 'kk', 'kpv', 'ko', 'ky', 'lv', 'lt', 'mk', 'ml', 'gv', 'mr', 'mdf', 'no', 'oc', 'ps', 'fa', 'pl', 'pt', 'ro', 'sa', 'gd', 'se', 'sd', 'si', 'sk', 'sl', 'es', 'sr', 'tl', 'ta', 'tt', 'uk', 'ur', 'ug', 'uz', 'vep', 'vi', 'cy', 'wo', 'sah', 'ltg', 'lij', 'hsb']",[],['1M<n<10M']
taozi555/novel-multilingual,taozi555,2025-05-24 00:25:50+00:00,2025-05-24 00:38:01+00:00,10,0,"['task_categories:text-generation', 'task_categories:text-classification', 'language:de', 'language:en', 'language:es', 'language:fr', 'language:in', 'language:ja', 'language:pt', 'language:th', 'language:vi', 'language:zh', 'license:cc-by-nc-4.0', 'size_categories:1K<n<10K', 'format:parquet', 'modality:tabular', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us', 'webnovel', 'fiction', 'multilingual', 'literature']","
	
		
		WebNovel Multilingual Dataset
	


	
		
		Dataset Description
	

This dataset contains web novels scraped from WebNovel.com across multiple languages. Each entry includes the complete novel content with chapter information, metadata, and classification tags.
Note: This dataset excludes content in the following languages: id, ID

	
		
		Dataset Statistics
	


Total Novels: 8,324
Total Chapters: 233,410
Total Characters: 1,617,589,129
Languages: 10


	
		
		Language Distribution… See the full description on the dataset page: https://huggingface.co/datasets/taozi555/novel-multilingual.",https://huggingface.co/datasets/taozi555/novel-multilingual,"['de', 'en', 'es', 'fr', 'in', 'ja', 'pt', 'th', 'vi', 'zh']","['text-generation', 'text-classification']",['1K<n<10K']
Malikeh1375/code-switching-tokenizer-robustness,Malikeh1375,2025-05-24 04:28:05+00:00,2025-08-20 19:55:20+00:00,773,1,"['task_categories:text-generation', 'task_categories:text-classification', 'multilinguality:multilingual', 'language:en', 'language:ru', 'language:zh', 'language:ja', 'language:de', 'language:es', 'language:fr', 'language:it', 'language:th', 'language:ar', 'language:tr', 'language:ko', 'language:hi', 'language:bn', 'language:te', 'language:sw', 'language:fa', 'license:cc-by-4.0', 'size_categories:1K<n<10K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us', 'code-switching', 'tokenizer-robustness', 'multilingual', 'cross-lingual', 'evaluation']","
	
		
		Code-Switching Dataset for Tokenizer Robustness Analysis
	


	
		
		Dataset Description
	

This dataset is designed for tokenizer robustness testing in multilingual and code-switching contexts. It contains identical content expressed across 16 different language variants, including pure English and 15 English-X code-switching pairs, allowing researchers to isolate tokenization effects from semantic differences when evaluating language models.

	
		
		Purpose
	


Tokenizer Comparison:… See the full description on the dataset page: https://huggingface.co/datasets/Malikeh1375/code-switching-tokenizer-robustness.",https://huggingface.co/datasets/Malikeh1375/code-switching-tokenizer-robustness,"['en', 'ru', 'zh', 'ja', 'de', 'es', 'fr', 'it', 'th', 'ar', 'tr', 'ko', 'hi', 'bn', 'te', 'sw', 'fa']","['text-generation', 'text-classification']",['1K<n<10K']
llm-jp/extraction-wiki-ja,llm-jp,2025-05-26 02:54:06+00:00,2025-05-30 04:58:55+00:00,25,1,"['task_categories:text-generation', 'language:ja', 'license:apache-2.0', 'size_categories:100K<n<1M', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		extraction-wiki-ja
	

This repository provides an instruction-tuning dataset developed by LLM-jp, a collaborative project launched in Japan.
This is a Japanese instruction-tuning dataset tailored for information extraction and structuring from Japanese Wikipedia text.
The dataset consists of instruction–response pairs automatically generated from Japanese Wikipedia articles. Instructions are created by prompting Qwen/Qwen2.5-32B-Instruct with passages from Wikipedia, and the… See the full description on the dataset page: https://huggingface.co/datasets/llm-jp/extraction-wiki-ja.",https://huggingface.co/datasets/llm-jp/extraction-wiki-ja,['ja'],['text-generation'],['100K<n<1M']
gravitee-io/textdetox-multilingual-toxicity-dataset,gravitee-io,2025-05-26 14:02:30+00:00,2025-05-27 12:10:42+00:00,32,0,"['task_categories:text-classification', 'language:en', 'language:ru', 'language:uk', 'language:de', 'language:es', 'language:am', 'language:zh', 'language:ar', 'language:hi', 'language:it', 'language:fr', 'language:he', 'language:ja', 'language:tt', 'license:openrail++', 'size_categories:10K<n<100K', 'format:arrow', 'modality:text', 'library:datasets', 'library:mlcroissant', 'region:us']","
	
		
		TextDetox Multilingual Toxicity Classification Dataset
	

This repository provides a multilingual dataset for binary toxicity classification across 14 languages, derived from the TextDetox: Multilingual Toxicity Dataset. The dataset has been split into 85/15 train/test sets for each language, ensuring a representative and balanced sampling.

	
		
	
	
		Dataset Overview
	


Task: Text classification (toxic vs. non-toxic)
Split ratio: 85% training / 15% testing
License: OpenRAIL++… See the full description on the dataset page: https://huggingface.co/datasets/gravitee-io/textdetox-multilingual-toxicity-dataset.",https://huggingface.co/datasets/gravitee-io/textdetox-multilingual-toxicity-dataset,"['en', 'ru', 'uk', 'de', 'es', 'am', 'zh', 'ar', 'hi', 'it', 'fr', 'he', 'ja', 'tt']",['text-classification'],['10K<n<100K']
UncommonCrawl/syosetu-2505-raw,UncommonCrawl,2025-05-26 19:44:02+00:00,2025-05-27 20:36:27+00:00,105,4,"['task_categories:text-generation', 'task_categories:text-classification', 'task_categories:summarization', 'language:ja', 'license:other', 'size_categories:1M<n<10M', 'region:us', 'not-for-all-audiences']","
	
		
		Dataset Card for Syosetu-2505-Raw
	

This dataset is a collection of WARC files containing ~1,319,364 novels and accompanying metadata scraped from Syosetuka ni Narou (https://syosetu.com) in May 2025.

	
		
		Dataset Details
	


	
		
		Uses
	

This dataset is intended to be processed and used in the training of large language models.

	
		
		Dataset Structure
	

The dataset consists WARC files containing only ""resource"" records. The URLs fetched are a novel's main page, the info page… See the full description on the dataset page: https://huggingface.co/datasets/UncommonCrawl/syosetu-2505-raw.",https://huggingface.co/datasets/UncommonCrawl/syosetu-2505-raw,['ja'],"['text-generation', 'text-classification', 'summarization']",['1M<n<10M']
if001/bunpo_phi4,if001,2025-05-27 11:35:38+00:00,2025-06-01 14:08:46+00:00,10,0,"['language:ja', 'size_categories:100K<n<1M', 'format:parquet', 'modality:tabular', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']","phi4で以下の53の文法パターン × 2364vocab を生成し、フィルタリングを行っています。
0, ""です/だ (肯定文)"",
1, ""ではありません/じゃない (否定文)"",
3, ""〜ます (動詞の丁寧形)"",
4, ""〜ません (動詞の否定形)"",
5, ""〜たい (希望・願望)"",
6, ""〜ている (進行形)"",
7, ""〜てください (依頼)"",
8, ""〜てもいいですか (許可)"",
9, ""〜なければなりません/〜なきゃいけない (義務)"",
10, ""〜でしょう/〜だろう (推測)"",
11, ""〜が好きです/嫌いです (好み)"",
12, ""〜と思います (意見・思考)"",
13, ""〜から/〜ので (理由)"",
14, ""〜のが好きです/嫌いです (動作の好み)"",
15, ""〜でしょうか (丁寧な質問)"",
16, ""〜てしまう (完了・後悔)"",
17, ""〜ながら (同時進行)"",
18, ""〜ば/〜たら (仮定形)"",
19, ""〜ておく (準備)"",
20, ""〜ようにする (努力・習慣)"",
21, ""〜そうだ (伝聞・推量)"",
22… See the full description on the dataset page: https://huggingface.co/datasets/if001/bunpo_phi4.",https://huggingface.co/datasets/if001/bunpo_phi4,['ja'],[],['100K<n<1M']
